     1 , 4090625.50
     2 , 4088090.25
     3 , 4059825.50
     4 , 4175594.00
     5 , 3965582.75
     6 , 3970809.50
     7 , 3991649.00
     8 , 3848678.00
     9 , 3646247.50
    10 , 3546143.75
    11 , 3411599.75
    12 , 3425854.25
    13 , 3177060.00
    14 , 2888740.50
    15 , 2895289.00
    16 , 2682327.75
    17 , 2395826.00
    18 , 2246578.00
    19 , 2065827.38
    20 , 1822689.88
    21 , 1527492.25
    22 , 1497122.62
    23 , 1409609.25
    24 , 1119651.25
    25 ,  801631.00
    26 ,  660569.94
    27 ,  423644.88
    28 ,  215273.33
    29 ,  -58159.60
    30 , -325283.25
    31 , -585581.69
    32 , -688641.19
    33 , -1024239.12
    34 , -1188321.00
    35 , -1421304.88
    36 , -1514065.38
    37 , -1808268.62
    38 , -2074599.12
    39 , -2490448.50
    40 , -2423226.50
    41 , -2634696.50
    42 , -2767134.25
    43 , -3068209.75
    44 , -3241897.00
    45 , -3370424.25
    46 , -3310828.50
    47 , -3415598.25
    48 , -3757985.00
    49 , -3889215.00
    50 , -3812925.25
    51 , -3814315.50
    52 , -4014329.50
    53 , -4057732.75
    54 , -4205671.00
    55 , -4020894.75
    56 , -4130384.75
    57 , -4209133.00
    58 , -4150850.50
    59 , -4220531.00
    60 , -4177080.25
    61 , -4264264.50
    62 , -4145623.75
    63 , -4047964.00
    64 , -3978309.50
    65 , -3652704.75
    66 , -3725620.00
    67 , -3464919.75
    68 , -3560969.00
    69 , -3268828.00
    70 , -3141847.00
    71 , -3067949.50
    72 , -2879248.25
    73 , -2713733.00
    74 , -2601547.50
    75 , -2590879.50
    76 , -2221036.75
    77 , -1981962.38
    78 , -1700157.25
    79 , -1564663.25
    80 , -1411132.75
    81 , -1103201.00
    82 , -1030512.12
    83 , -829895.38
    84 , -391767.28
    85 , -341658.53
    86 ,  -75185.30
    87 ,  127126.70
    88 ,  269139.16
    89 ,  821956.00
    90 ,  872539.00
    91 , 1096206.00
    92 , 1401903.62
    93 , 1583732.00
    94 , 1827224.88
    95 , 2032890.50
    96 , 2027207.00
    97 , 2343871.00
    98 , 2443439.00
    99 , 2722311.75
   100 , 2827366.50
   101 , 3161082.50
   102 , 3261704.00
   103 , 3363993.50
   104 , 3375825.50
   105 , 3607899.75
   106 , 3668848.00
   107 , 3881592.25
   108 , 3964450.50
   109 , 3829442.50
   110 , 4113213.75
   111 , 4067466.00
   112 , 4067782.00
   113 , 4099564.00
   114 , 4242171.00
   115 , 4152754.00
   116 , 4174147.00
   117 , 4279116.50
   118 , 4331330.50
   119 , 4091809.75
   120 , 4220431.50
   121 , 3811123.00
   122 , 3874774.00
   123 , 3896773.50
   124 , 3721143.50
   125 , 3441935.00
   126 , 3576923.00
   127 , 3201012.50
   128 , 3243603.00
   129 , 3088020.00
   130 , 2846262.50
   131 , 2909425.00
   132 , 2574502.75
   133 , 2281690.75
   134 , 2010100.38
   135 , 1982651.50
   136 , 1823142.88
   137 , 1382009.00
   138 , 1307096.50
   139 , 1002216.81
   140 ,  982380.75
   141 ,  802639.38
   142 ,  441926.81
   143 ,   87452.11
   144 ,  -94675.34
   145 , -351650.84
   146 , -518748.06
   147 , -557511.12
   148 , -1024669.25
   149 , -1216499.88
   150 , -1608954.00
   151 , -1655038.62
   152 , -1915901.75
   153 , -2045454.12
   154 , -2280865.00
   155 , -2464184.25
   156 , -2610812.00
   157 , -2734501.00
   158 , -3029628.50
   159 , -2921184.75
   160 , -3201318.50
   161 , -3353839.00
   162 , -3344482.00
   163 , -3486961.00
   164 , -3719063.50
   165 , -3926279.50
   166 , -3938735.25
   167 , -3851932.75
   168 , -4120599.50
   169 , -3880792.25
   170 , -4181760.00
   171 , -4294586.50
   172 , -4358799.50
   173 , -4190416.50
   174 , -4114380.50
   175 , -4155885.50
   176 , -3959511.50
   177 , -4173285.25
   178 , -4126802.25
   179 , -3727703.50
   180 , -3920492.50
   181 , -3726471.50
   182 , -3658710.50
   183 , -3392468.25
   184 , -3434169.50
   185 , -3272914.00
   186 , -3187407.00
   187 , -2980128.50
   188 , -2859619.00
   189 , -2674126.00
   190 , -2290586.00
   191 , -2242406.75
   192 , -1968326.25
   193 , -1862208.50
   194 , -1560974.50
   195 , -1521351.75
   196 , -1103212.25
   197 , -828969.50
   198 , -589394.50
   199 , -578482.38
   200 , -211729.03
   201 , -183726.97
   202 ,  162658.80
   203 ,  450583.06
   204 ,  554232.88
   205 ,  602495.38
   206 , 1106929.00
   207 , 1397565.12
   208 , 1398486.88
   209 , 1749448.38
   210 , 1876422.38
   211 , 1913286.00
   212 , 2428649.00
   213 , 2675162.25
   214 , 2648577.50
   215 , 2979152.50
   216 , 3017148.00
   217 , 3162183.00
   218 , 3365996.00
   219 , 3380123.75
   220 , 3586517.75
   221 , 3696119.75
   222 , 3764210.75
   223 , 3937910.00
   224 , 3971540.75
   225 , 4047524.00
   226 , 4154588.50
   227 , 4097445.50
   228 , 4187947.25
   229 , 4056607.00
   230 , 4122420.00
   231 , 3983913.75
   232 , 4192561.00
   233 , 4223607.00
   234 , 4118254.00
   235 , 3912105.00
   236 , 4035871.00
   237 , 3854147.25
   238 , 3613915.25
   239 , 3741938.75
   240 , 3565424.00
   241 , 3166230.75
   242 , 3388069.00
   243 , 3168684.00
   244 , 2928446.50
   245 , 2918795.00
   246 , 2586929.25
   247 , 2399810.50
   248 , 2235434.75
   249 , 2146438.50
   250 , 1843778.75
   251 , 1887410.25
   252 , 1515091.50
   253 , 1321994.88
   254 , 1138233.62
   255 ,  777088.06
